abs_page_link,abstract,all_categories,arxiv_id,author,authors,comment,created_at,journal_ref,last_author,pdf_link,primary_category,published,title,updated_at
http://arxiv.org/abs/1901.00873v1,"We present the first all-sky catalogue of galaxy clusters and cluster
candidates obtained from joint X-ray-SZ detections using observations from the
Planck satellite and the ROSAT all-sky survey (RASS). The catalogue contains
2323 objects and has been validated by careful cross-identification with
previously known clusters. This validation shows that 1597 candidates
correspond to already known clusters, 212 coincide with other cluster
candidates still to be confirmed, and the remaining 514 are completely new
detections. With respect to Planck catalogues, the ComPRASS catalogue is
simultaneously more pure and more complete. Based on the validation results in
the SPT and SDSS footprints, the expected purity of the catalogue is at least
84%, meaning that more than 350 clusters are expected to be found among the new
or still to be confirmed candidates with future validation efforts or specific
follow-ups.",astro-ph.CO,1901.00873v1,Monique Arnaud,"Paula Tarrío, Jean-Baptiste Melin, Monique Arnaud","17 pages (before appendices), 12 figures, 3 appendices. Submitted to
  A&A on Dec. 24, catalog will be published once paper is accepted",2019-01-07 20:03:33,No journal ref found,Monique Arnaud,http://arxiv.org/pdf/1901.00873v1,astro-ph.CO,2019-01-03T19:00:24Z,ComPRASS: a Combined Planck-RASS catalogue of X-ray-SZ clusters,2019-01-07 20:03:33
http://arxiv.org/abs/1901.00874v1,"The detonation of a helium shell on a white dwarf has been proposed as a
possible explosion triggering mechanism for Type Ia supernovae. Here, we report
ZTF 18aaqeasu (SN 2018byg/ATLAS 18pqq), a peculiar Type I supernova, consistent
with being a helium-shell double-detonation. With a rise time of $\approx 18$
days from explosion, the transient reached a peak absolute magnitude of $M_R
\approx -18.2$ mag, exhibiting a light curve akin to sub-luminous SN
1991bg-like Type Ia supernovae, albeit with an unusually steep increase in
brightness within a week from explosion. Spectra taken near peak light exhibit
prominent Si absorption features together with an unusually red color ($g-r
\approx 2$ mag) arising from nearly complete line blanketing of flux blue-wards
of 5000 \AA. This behavior is unlike any previously observed thermonuclear
transient. Nebular phase spectra taken at and after $\approx 30$ days from peak
light reveal evidence of a thermonuclear detonation event dominated by Fe-group
nucleosynthesis. We show that the peculiar properties of ZTF 18aaqeasu are
consistent with the detonation of a massive ($\approx 0.15$ M$_\odot$) helium
shell on a sub-Chandrasekhar mass ($\approx 0.75$ M$_\odot$) white dwarf after
including mixing of $\approx 0.2$ M$_\odot$ of material in the outer ejecta.
These observations provide evidence of a likely rare class of thermonuclear
supernovae arising from detonations of massive helium shells.","astro-ph.HE, astro-ph.SR",1901.00874v1,Roger M. Smith,"Kishalay De, Mansi M. Kasliwal, Abigail Polin, Peter E. Nugent, Lars Bildsten, Scott M. Adams, Eric C. Bellm, Nadia Blagorodnova, Kevin B. Burdge, Christopher Cannella, S. Bradley Cenko, Richard G. Dekany, Michael Feeney, David Hale, Christoffer Fremling, Matthew J. Graham, Anna Y. Q. Ho, Jacob E. Jencson, S. R. Kulkarni, Russ R. Laher, Frank J. Masci, Adam A. Miller, Maria T. Patterson, Umaa Rebbapragada, Reed L. Riddle, David L. Shupe, Roger M. Smith","10 pages, 6 figures. Submitted to ApJL",2019-01-07 20:03:35,No journal ref found,Roger M. Smith,http://arxiv.org/pdf/1901.00874v1,astro-ph.HE,2019-01-03T19:00:39Z,"ZTF 18aaqeasu (SN 2018byg): A Massive Helium-shell Double Detonation on
  a Sub-Chandrasekhar Mass White Dwarf",2019-01-07 20:03:35
http://arxiv.org/abs/1901.00887v1,"We report the results of a survey for HI 21-cm absorption at z < 0.4 in a new
sample of radio sources with the Giant Metrewave Radio Telescope. Of the 11
sources for which there are good data, we obtain zero detections, where four
are expected upon accounting for the ionising photon rates and sensitivity.
Adding these to the previously published values, we confirm that the
non-detection of 21-cm absorption in active sources at high redshift is due to
photo-ionisation of the gas rather than excitation by 21-cm photons
(significant at 6.09 sigma and 2.90 sigma, respectively). We also confirm a
strong correlation between the absorption strength and the reddening of the
source, suggesting that dust plays a significant role in shielding the gas from
the ambient ultra-violet field. An anti-correlation between the 21-cm detection
rate and the radio turnover frequency is also found, which runs contrary to
what is expected on the basis that the higher the turnover frequency, the more
compact the source. It is, however, consistent with the hypothesis that the
turnover frequency is related to the electron density, supported by a
correlation between the turnover frequency and ionising photon rate.",astro-ph.GA,1901.00887v1,R. Athreya,"S. J. Curran, R. W. Hunstead, H. M. Johnston, M. T. Whiting, E. M. Sadler, J. R. Allison, R. Athreya",Accepted by MNRAS,2019-01-07 20:03:37,No journal ref found,R. Athreya,http://arxiv.org/pdf/1901.00887v1,astro-ph.GA,2019-01-03T19:26:37Z,Ionisation of the atomic gas in redshifted radio sources,2019-01-07 20:03:37
http://arxiv.org/abs/1901.00888v1,"It is well known that most of the stars form in rich clusters. However,
recent $Spitzer$ observations have shown that a significant number of stars
also form in distributed mode, origin of which is not well understood. In this
work, we aim to investigate clustered and distributed mode of star formation in
the W4 complex. To do so, we identified and characterized the young stellar
population associated with the region using homogeneous infra-red data-sets
obtained from 2MASS, GLIMPSE, MIPS and WISE surveys. We make stellar surface
density and minimum spanning tree maps to identify young clusters, and use {\it
Spitzer} images to identify irradiated structures, such as elephant trunk-like
structures (ETLSs) and pillars in the region. The surface density distribution
of the young stellar objects (YSOs) reveals three new clusterings and $\sim$
50\% distributed protostars in the H{\sc ii} region. The clusters are of
low-mass nature but significantly younger than the central cluster IC~1805. We
identified $\sim$ 38 ETLSs in the region, a majority of which consist of one or
a few stars at their tips. We find these stars are low-mass ($<$ 2~M$_\odot$)
YSOs, located at the outskirts ($>$ 17 pc) of the cluster IC~1805 and are part
of scattered distributed population. We argued that the star formation in the
ETLSs of W4 is going on possibly due to triggering effect of expanding W4
bubble. Although high-resolution photometric and spectroscopic data would be
required to confirm the scenario, nonetheless, we discuss the implications of
this scenario for our understanding of distributed low-mass star formation in
cloud complexes as opposed to other mechanisms such as turbulent fragmentation
and dynamical ejection.","astro-ph.SR, astro-ph.GA",1901.00888v1,Saurabh Sharma,"Neelam Panwar, Manash R. Samal, A. K. Pandey, H. P . Singh, Saurabh Sharma","17 pages, 11 figures, accepted for publication in the Astronomical
  Journal",2019-01-07 20:03:38,No journal ref found,Saurabh Sharma,http://arxiv.org/pdf/1901.00888v1,astro-ph.SR,2019-01-03T19:37:31Z,"Understanding formation of young, distributed low-mass stars and
  clusters in the W4 cloud complex",2019-01-07 20:03:38
http://arxiv.org/abs/1901.00890v1,"Using a recent census of flare stars from the Kepler survey, we have explored
how flare activity evolves across stellar main sequence lifetimes. We utilize a
sample of 347 stars with robust flare activity detections, and which have
rotation periods measured via starspot modulations in their Kepler light
curves. We consider three separate methods for quantifying flare activity from
optical light curves, and compare their utility for comparing flare activity
between stars of differing ages and luminosities. These metrics include: the
fractional luminosity emitted in flares, the specific rate of flares emitted at
a given energy, and a model for the entire flare frequency distribution. With
all three approaches we find that flare activity decreases for all low-mass
stars as they spin-down, and thus with age. Most striking is the evolution of
the flare occurrence frequency distributions, which show no significant change
in the power law slope with age. Since our sample is preferentially constructed
of younger, more active stars, our model over-predicts the super-flare rate
previously estimated for the Sun. Finally, we parameterize our best-fit model
of the flare frequency distribution for ease in predicting the rates of flares
and their associated impacts on planet habitability and detection.",astro-ph.SR,1901.00890v1,Suzanne L. Hawley,"James R. A. Davenport, Kevin R. Covey, Riley W. Clarke, Austin C. Boeck, Jonathan Cornet, Suzanne L. Hawley","21 pages, 11 figures, ApJ Accepted 2018-Dec-31",2019-01-07 20:03:39,No journal ref found,Suzanne L. Hawley,http://arxiv.org/pdf/1901.00890v1,astro-ph.SR,2019-01-03T19:43:58Z,The Evolution of Flare Activity with Stellar Age,2019-01-07 20:03:39
http://arxiv.org/abs/1901.00900v1,"We confirm that the number of globular clusters (GC) N$_{GC}$ is an excellent
tracer of their host's dark halo virial mass M$_{vir}$. The simple linear
relation M$_{vir} = 5 \times 10^9$ M$_{\odot} \times$ N$_{GC}$ fits the data
perfectly from M$_{vir} = 10^{10}$ M$_{\odot}$ to M$_{vir} = 2 \times 10^{15}$
M$_{\odot}$. This result is independent of galaxy morphology and even extends
statistically into the dwarf galaxy regime with M$_{vir} = 10^8 - 10^{10}$
M$_{\odot}$. As this correlation does not depend on GC mass it is ideally
suited for high-precision determinations of M$_{vir}$. The linearity is most
simply explained as a result of hierarchical cosmological merging of a
high-redshift halo seed population that hosted on average one GC per $5 \times
10^9$ M$_{\odot} \times (1- \eta_{smooth})$ of dark matter mass. Here
$\eta_{smooth} \approx 0.9$ denotes the fraction of the present-day dark halo
mass that was accumulated by smooth accretion. Strong secular evolution of the
GC system requires significant fine-tuning as processes like GC disruption
generate non-linear correlations that are not observed. The cosmological
merging scenario also implies a strong decline of the scatter in $N_{GC}$ with
increasing virial mass $\delta N_{GC}/N_{GC} \sim M_{vir}^{-1/2}$ in contrast
with the observations that show a roughly constant scatter, independent of
virial mass. This discrepancy can be explained if errors in determining virial
masses from kinematical tracers and gravitational lensing are of the order of a
factor of 2. GCs in dwarf satellite galaxies pose a serious problem for
high-redshift GC formation scenarios. The dark halo masses of dwarf galaxies
hosting GCs therefore might have been one order of magnitude larger than
currently estimated.",astro-ph.GA,1901.00900v1,Duncan Forbes,"Andreas Burkert, Duncan Forbes","7 pages, 3 figures, submitted to MNRAS",2019-01-07 20:03:41,No journal ref found,Duncan Forbes,http://arxiv.org/pdf/1901.00900v1,astro-ph.GA,2019-01-03T20:10:15Z,"High-Precision Dark Halo Virial Masses from Globular Cluster Numbers:
  Implications for Globular Cluster Formation and Galaxy Assembly",2019-01-07 20:03:41
http://arxiv.org/abs/1901.00903v1,"We present Very Large Array observations at 33.0 GHz that detect emission
coincident with $\epsilon$ Eridani to within $0\rlap.{""}07$ (0.2 AU at the
distance of this star), with a positional accuracy of $0\rlap.{""}05$. This
result strongly supports the suggestion of previous authors that the quiescent
centimeter emission comes from the star and not from a proposed giant exoplanet
with a semi-major axis of $\sim1\rlap.{""}0$ (3.4 AU). The centimeter emission
is remarkably flat and is consistent with optically thin free-free emission. In
particular, it can be modeled as a stellar wind with a mass loss rate of the
order of $6.6 \times 10^{-11}~ M_\odot ~yr^{-1}$, which is 3,300 times the
solar value, exceeding other estimates of this star's wind. However,
interpretation of the emission in terms of other thermal mechanisms like
coronal free-free and gyroresonance emission cannot be discarded.",astro-ph.SR,1901.00903v1,Anthony J. Beasley,"Luis F. Rodriguez, Susana Lizano, Laurent Loinard, Miguel Chávez-Dagostino, Timothy S. Bastian, Anthony J. Beasley","13 pages, 3 figures",2019-01-07 20:03:42,No journal ref found,Anthony J. Beasley,http://arxiv.org/pdf/1901.00903v1,astro-ph.SR,2019-01-03T20:15:34Z,"Flat Spectrum Radio Continuum Emission Associated with $ε$
  Eridani",2019-01-07 20:03:42
http://arxiv.org/abs/1901.00906v1,"With 30 antennas and a maximum baseline length of 25 km, the Giant Metrewave
Radio Telescope (GMRT) is the premier low-frequency radio interferometer today.
We have carried out a study of possible expansions of the GMRT, via adding new
antennas and installing focal plane arrays (FPAs), to improve its point-source
sensitivity, surface brightness sensitivity, angular resolution, field of view,
and U-V coverage. We have carried out array configuration studies, aimed at
minimizing the number of new GMRT antennas required to obtain a well-behaved
synthesized beam over a wide range of angular resolutions for full-synthesis
observations. This was done via two approaches, tomographic projection and
random sampling, to identify the optimal locations for the new antennas. We
report results for the optimal locations of the antennas of an expanded array
(the ""EGMRT""), consisting of the existing 30 GMRT antennas, 30 new antennas at
short distances, $\leq 2.5$ km from the array centre, and 26 new antennas at
long distances, $\approx 5-25$ km from the array centre. The collecting area
and the field of view of the proposed EGMRT array would be larger by factors
of, respectively, $\approx 3$ and $\approx 30$, than those of the GMRT. Indeed,
the EGMRT continuum sensitivity and survey speed with 550-850 MHz FPAs
installed on the 45 antennas within a distance of $\approx 2.5$ km of the array
centre would be far better than those of any existing interferometer, and
comparable to the sensitivity and survey speed of Phase-1 of the Square
Kilometre Array.",astro-ph.IM,1901.00906v1,"S. Sureshkumar (National Centre for Radio Astrophysics, India)","N. N. Patra, N. Kanekar, J. N. Chengalur, R. Sharma, M. de Villiers, B. Ajit Kumar, B. Bhattacharyya, V. Bhalerao, R. Bombale, K. D. Buch, B. Dixit, A. Ghalame, Y. Gupta, P. Hande, S. Hande, K. Hariharan, R. Kale, S. Lokhande, S. Phakatkar, A. Prajapati, S. K. Rai, P. Raybole, J. Roy, A. K. Shaikh, S. Sureshkumar","16 pages, 13 figures; accepted for publication in MNRAS",2019-01-07 20:03:44,"2019, MNRAS, 483, 3007","S. Sureshkumar (National Centre for Radio Astrophysics, India)",http://arxiv.org/pdf/1901.00906v1,astro-ph.IM,2019-01-03T20:22:52Z,The Expanded Giant Metrewave Radio Telescope,2019-01-07 20:03:44
http://arxiv.org/abs/1901.00916v1,"In 2007 September, the Crab Nebula exhibited a bright gamma-ray flare in the
GeV energy range that was detected by AGILE. The observed emission at >160 MeV
indicates that the radiating electrons had energies above the classical
synchrotron radiation-reaction limit, thus presenting a serious challenge to
classical models for electron acceleration in astrophysical environments. In
this paper, we apply our recently developed time-dependent self-similar
analytical model describing electrostatic acceleration in the explosive
reconnection region around the pulsar wind termination shock to the 2007
September flare. This event was unique in that it displayed both long-duration
""wave"" and short-duration ""sub-flare"" features. The unusual temporal variation
makes this flare an especially interesting test for our model. We demonstrate
that our model can reproduce the time-dependent gamma-ray spectrum for this
event, as well as the associated gamma-ray light curve, obtained by integrating
the spectrum for photon energies >100 MeV. This establishes that our
time-dependent electrostatic acceleration model can explain both wave and
sub-flare transients, which lends further support to the theoretical framework
we have developed. We also further examine the validity of the self-similar
electric and magnetic field evolution implied by our model. We conclude that
strong electrostatic acceleration driven by shock-induced magnetic reconnection
is able to power the Crab Nebula gamma-ray flares by energizing the electrons
on sub-Larmor timescales.",astro-ph.HE,1901.00916v1,Justin D. Finke,"John J. Kroon, Peter A. Becker, Justin D. Finke","13 pages, 5 figures, 2 tables",2019-01-07 20:03:45,No journal ref found,Justin D. Finke,http://arxiv.org/pdf/1901.00916v1,astro-ph.HE,2019-01-03T21:16:08Z,"Time-Dependent Electron Acceleration in Pulsar Wind Termination Shocks:
  Application to the 2007 September Crab Nebula Gamma-Ray Flare",2019-01-07 20:03:45
http://arxiv.org/abs/1901.00920v1,"The $\mu$eV axion is a well-motivated extension to the standard model. The
Axion Dark Matter eXperiment (ADMX) collaboration seeks to discover this
particle by looking for the resonant conversion of dark-matter axions to
microwave photons in a strong magnetic field. In this Letter, we report results
from a pathfinder experiment, the ADMX ""Sidecar,"" which is designed to pave the
way for future, higher mass, searches. This testbed experiment lives inside of
and operates in tandem with the main ADMX experiment. The Sidecar experiment
excludes masses in three widely spaced frequency ranges (4202-4249, 5086-5799,
and 7173-7203 MHz). In addition, Sidecar demonstrates the successful use of a
piezoelectric actuator for cavity tuning. Finally, this publication is the
first to report data measured using both the TM$_{010}$ and TM$_{020}$ modes.","hep-ex, astro-ph.CO, physics.ins-det",1901.00920v1,E. Lentz (University of Göttingen),"C. Boutan, M. Jones, B. H. LaRoque, N. S. Oblath, R. Cervantes, N. Du, N. Force, S. Kimes, R. Ottens, L. J. Rosenberg, G. Rybka, J. Yang, G. Carosi, N. Woollett, D. Bowring, A. S. Chou, R. Khatiwada, A. Sonnenschein, W. Wester, R. Bradley, E. J. Daw, A. Agrawal, A. V. Dixit, J. Clarke, S. R. O'Kelley, N. Crisosto, J. R. Gleason, S. Jois, P. Sikivie, I. Stern, N. S. Sullivan, D. B. Tanner, P. M. Harrington, E. Lentz","7 Pages, 4 figures",2019-01-07 20:03:47,Phys. Rev. Lett. 121 (2018) 261302,E. Lentz (University of Göttingen),http://arxiv.org/pdf/1901.00920v1,hep-ex,2019-01-03T21:51:57Z,Piezoelectrically Tuned Multimode Cavity Search for Axion Dark Matter,2019-01-07 20:03:47
http://arxiv.org/abs/1901.00926v1,"We develop a physical framework for interpreting high-resolution images of
pre planetary nebule (""prePNe"") with pairs of candle shaped lobes. We use
hydrodynamical models to infer the historical properties of the flows injected
from the nucleus that shape the lobes into standard forms. First, we find a
suitable set of parameters of a fast, collimated, tapered flow that is actively
reshaped by an exterior slow AGB wind and that nicely fits the basic shape,
kinematics, mass, and momenta of this class of prePNe. Next we vary the most
influential parameters of this ""baseline"" model-such as density, speed, and
geometry-to see how changes in the flow parameters affect the nebular
observables after 900y. Several generic conlusions emerge, such as the injected
flows that create the hollow candle-shaped lobes must be light, ""tapered"", and
injected considerably faster than the lobe expansion speed. Multi-polar and
starfish prePNe probably evolve from wide angle flows in which thin-shell
instabilites corrugate their leading edges. We show how the common linear
relationship of Doppler shift and position along the lobe is a robust outcome
the interaction of tapered diverging streamlines with the lobes' curved walls.
Finally we probe how magnetic fields affect the basline model by adding a
toroidal field to the injected baseline flow. Examples of prePNe and PNe that
may have been magnetically shaped are listed. We conclude that the light,
field-free, tapered baseline flow model is an successful and universal pardigm
for unravelling the histories of lobe formation in prePNe.",astro-ph.SR,1901.00926v1,B. Liu,"B. Balick, A. Frank, B. Liu","14 pages, 15 figures",2019-01-07 20:03:48,No journal ref found,B. Liu,http://arxiv.org/pdf/1901.00926v1,astro-ph.SR,2019-01-03T22:07:47Z,"Models of the Mass-Ejection Histories of pre Planetary Nebulae, III. The
  Shaping of Lobes by post-AGB Winds",2019-01-07 20:03:48
http://arxiv.org/abs/1901.00931v1,"The disc structure of the Milky Way is marked by a chemical dichotomy, with
high-alpha and low-alpha abundance sequences, traditionally identified with the
geometric thick and thin discs. This identification is aided by the old ages of
the high-alpha stars, and lower average ages of the low-alpha ones. Recent
large scale surveys such as APOGEE have provided a wealth of data on this
chemical structure, including showing that an identification of chemical and
geometric thick discs is not exact, but the origin of the chemical dichotomy
has remained unclear. Here we demonstrate that a dichotomy arises naturally if
the early gas-rich disc fragments, leading to some fraction of the star
formation occurring in clumps of the type observed in high-redshift galaxies.
These clumps have high star formation rate density. They, therefore, enrich
rapidly, moving from the low-alpha to the high-alpha sequence, while more
distributed star formation produces the low-alpha sequence. We demonstrate that
this model produces a chemically-defined thick disc that has many of the
properties of the Milky Way's thick disc. Because clump formation is common in
high redshift galaxies, we predict that chemical bimodalities are common in
massive galaxies.",astro-ph.GA,1901.00931v1,Cristina C. Popescu,"Adam J. Clarke, Victor P. Debattista, David L. Nidever, Sarah R. Loebman, Raymond C. Simons, Susan Kassin, Min Du, Melissa Ness, Deanne B. Fisher, Thomas R. Quinn, James Wadsley, Ken C. Freeman, Cristina C. Popescu",Accepted to MNRAS,2019-01-07 20:03:50,No journal ref found,Cristina C. Popescu,http://arxiv.org/pdf/1901.00931v1,astro-ph.GA,2019-01-03T22:41:19Z,"The imprint of clump formation at high redshift. I. A disc
  alpha-abundance dichotomy",2019-01-07 20:03:50
http://arxiv.org/abs/1901.00934v1,"We summarize the outcome of the 13th meeting of the International
Astronomical Consortium for High Energy Calibration (IACHEC), held at Tenuta
dei Ciclamini (Avigliano Umbro, Italy) in April 2018. Fifty-one scientists
directly involved in the calibration of operational and future high-energy
missions gathered during 3.5 days to discuss the current status of the X-ray
payload inter-calibration and possible approaches to improve it. This summary
consists of reports from the various working groups with topics ranging from
the identification and characterization of standard calibration sources,
multi-observatory cross-calibration campaigns, appropriate and new statistical
techniques, calibration of instruments and characterization of background, and
communication and preservation of knowledge and results for the benefit of the
astronomical community.",astro-ph.IM,1901.00934v1,Y. Terada,"K. K. Madsen, L. Natalucci, G. Belanger, C. E. Grant, M. Guainazzi, V. Kashyap, H. L. Marshall, E. D. Miller, J. Nevalainen, P. P. Plucinsky, Y. Terada",12 pages,2019-01-07 20:03:51,No journal ref found,Y. Terada,http://arxiv.org/pdf/1901.00934v1,astro-ph.IM,2019-01-03T22:47:32Z,Summary of the 13th IACHEC Meeting,2019-01-07 20:03:51
http://arxiv.org/abs/1901.00947v1,"Nowadays cosmological inflation is the most accepted mechanism to explain the
primordial seeds that led to the structure formation observed in the Universe.
Current observations are in well agreement to initial adiabatic conditions,
which imply that single-scalar-field inflation may be enough to describe the
early Universe. However, there are several scenarios where the existence of
more than a single field could be relevant during this period, for instance,
the situation where the so-called spectator is present. Within the spectator
scenario we can find the possibility that an ultra-light scalar field dark
matter candidate could coexist with the inflaton. In this work we study this
possibility where the additional scalar field could be massive or
self-interacting. We use isocurvature observations to constrain the free
parameters of the model.","astro-ph.CO, gr-qc",1901.00947v1,Gabriel Germán,"Luis E. Padilla, J. Alberto Vázquez, Tonatiuh Matos, Gabriel Germán","11 pages, 4 figures",2019-01-07 20:03:52,No journal ref found,Gabriel Germán,http://arxiv.org/pdf/1901.00947v1,astro-ph.CO,2019-01-04T00:03:02Z,"Scalar Field Dark Matter Spectator During Inflation: The Effect of
  Self-interaction",2019-01-07 20:03:52
http://arxiv.org/abs/1901.00953v1,"A range of nonlinear wave structures, including Langmuir waves, unipolar
electric fields and bipolar electric fields, are often observed in association
with whistler-mode chorus waves in the near-Earth space. We demonstrate that
the three seemingly different nonlinear wave structures originate from the same
nonlinear electron trapping process by whistler-mode chorus waves. The ratio of
the Landau resonant velocity to the electron thermal velocity controls the type
of nonlinear wave structures that will be generated.","physics.space-ph, astro-ph.SR, physics.plasm-ph",1901.00953v1,George Hospodarsky,"Xin An, Jinxing Li, Jacob Bortnik, Viktor Decyk, Craig Kletzing, George Hospodarsky",accepted for publication in Physical Review Letters,2019-01-07 20:03:53,No journal ref found,George Hospodarsky,http://arxiv.org/pdf/1901.00953v1,physics.space-ph,2019-01-04T00:25:52Z,"A unified view of nonlinear wave structures associated with
  whistler-mode chorus",2019-01-07 20:03:53
